,Media Source,Tweet,Date & Time (UTC),Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
371,@FoxNews,"Schumer: 'Trump Should Not Meet With Putin Alone,' Is More Loyal to Russia Than NATO https://t.co/5sAQpJZEvD",Wed Jul 11 15:51:57 +0000 2018,0.5256,0.184,0,0.816,72
372,@FoxNews,Mary Kissel: “I think it’s refreshing to hear a U.S. president actually tell the truth about what’s going on in NAT… https://t.co/Fer5fbAnTv,Wed Jul 11 15:44:55 +0000 2018,0.3182,0.103,0,0.897,73
373,@FoxNews,Photo of the Day: Part of a rainbow was seen as authorities worked to extinguish a junkyard fire in the Kensington… https://t.co/WikzEaMi1w,Wed Jul 11 15:37:13 +0000 2018,-0.34,0,0.112,0.888,74
374,@FoxNews,TONIGHT: @TheStoryFNC with @marthamaccallum is LIVE in London ahead of @POTUS’ meeting with British Prime Minister… https://t.co/MN2xnBkCgN,Wed Jul 11 15:35:07 +0000 2018,0,0,0,1,75
375,@FoxNews,Incredible video shows 4-mile iceberg breaking in Greenland (via @christocarbone) https://t.co/Ga3wPp5MMP,Wed Jul 11 15:28:31 +0000 2018,0,0,0,1,76
376,@FoxNews,"LeSean 'Shady' McCoy's ex-girlfriend alleges star running back was behind brutal home invasion, assault (via… https://t.co/mFIZT6HE6y",Wed Jul 11 15:27:09 +0000 2018,-0.836,0,0.361,0.639,77
377,@FoxNews,"Rep. Mac Thornberry: “When Europe buys energy from Russia, they help fund Russian military aggression.” https://t.co/EBpFBMTUpD",Wed Jul 11 15:22:29 +0000 2018,0.5859,0.255,0,0.745,78
378,@FoxNews,"OPINION: Thai cave rescue: Don't forget man who made ultimate sacrifice so that boys, coach could live https://t.co/aDrjFDLOwW",Wed Jul 11 15:12:19 +0000 2018,0.608,0.237,0,0.763,79
379,@FoxNews,.@IvankaTrump: Paid family leave is an investment in America's families -- It deserves bipartisan support (via… https://t.co/qVkammJLdx,Wed Jul 11 15:03:05 +0000 2018,0.3612,0.143,0.063,0.794,80
380,@FoxNews,.@POTUS meets with French President @EmmanuelMacron https://t.co/6uaNsZYanW,Wed Jul 11 14:55:53 +0000 2018,0,0,0,1,81
381,@FoxNews,"Worlds collide in autonomous 1965 Ford Mustang, but hopefully it won't https://t.co/g1HlZ1MrO4",Wed Jul 11 14:42:47 +0000 2018,0.5267,0.241,0.078,0.68,82
382,@FoxNews,Senate Democrats hold a news conference to address health care.  https://t.co/aQErj4iMGR,Wed Jul 11 14:41:57 +0000 2018,0.4939,0.262,0,0.738,83
383,@FoxNews,Senate Democrats hold a news conference to address Judge Kavanaugh. https://t.co/aQErj4iMGR,Wed Jul 11 14:39:53 +0000 2018,0,0,0,1,84
384,@FoxNews,The Thai hospital where the 12 boys and their soccer coach are recuperating after being rescued from a flooded cave… https://t.co/PJTErL6BoA,Wed Jul 11 14:37:13 +0000 2018,0.4215,0.128,0,0.872,85
385,@FoxNews,.@POTUS: “We have a tremendous relationship with Germany.” https://t.co/s6YRcFvPmw,Wed Jul 11 14:14:55 +0000 2018,0,0,0,1,86
386,@FoxNews,Former UCLA basketball star found dead after recording heartbreaking video https://t.co/YGPAb71OYp,Wed Jul 11 14:10:52 +0000 2018,-0.8074,0,0.448,0.552,87
387,@FoxNews,.@HouseGOP leaders hold a news conference https://t.co/T3vIHFgvHs,Wed Jul 11 14:08:23 +0000 2018,0,0,0,1,88
388,@FoxNews,"Norfolk airport police find girl's lost stuffed dog, take him on an adventure https://t.co/NZJi0OXYmr",Wed Jul 11 14:01:32 +0000 2018,0,0.139,0.139,0.723,89
389,@FoxNews,Trump tangles with NATO leaders in testy start to Brussels summit https://t.co/3c3DEHPn0a,Wed Jul 11 13:54:11 +0000 2018,0,0,0,1,90
390,@FoxNews,PayPal slammed after telling customer that her death 'breached its rules' https://t.co/HELyoc62ep,Wed Jul 11 13:46:09 +0000 2018,-0.5994,0,0.262,0.738,91
391,@FoxNews,Protesters Yell 'Shame' at @IvankaTrump as She Attends Roundtable in NY https://t.co/bWqyyQLL5h,Wed Jul 11 13:23:07 +0000 2018,-0.2263,0,0.147,0.853,92
392,@FoxNews,George Clooney's scary motorbike accident caught on surveillance video https://t.co/mTuBBTNWN1,Wed Jul 11 13:17:15 +0000 2018,-0.743,0,0.441,0.559,93
393,@FoxNews,"Thai cave rescue almost ended in disaster, after main pump reportedly failed https://t.co/sIIfVLgrqL",Wed Jul 11 12:55:08 +0000 2018,-0.5908,0.161,0.349,0.489,94
394,@FoxNews,".@ChuckGrassley: “This president’s following through with something that he said during the campaign, something he… https://t.co/hKO5f7ZDxU",Wed Jul 11 12:22:37 +0000 2018,0,0,0,1,95
395,@FoxNews,WATCH: Waitress Pulls Pistol on Attacker After He Punches Her Co-Worker https://t.co/QqBpHnaNja,Wed Jul 11 12:17:40 +0000 2018,-0.5719,0,0.252,0.748,96
396,@FoxNews,Van's amazing 180-degree highway spin caught on camera https://t.co/O76eIBsoLb,Wed Jul 11 12:10:50 +0000 2018,0.5859,0.322,0,0.678,97
397,@FoxNews,Secretary General of NATO Jens Stoltenberg delivers remarks https://t.co/x98NlBOq0L,Wed Jul 11 12:09:17 +0000 2018,0,0,0,1,98
398,@FoxNews,NATO leaders arrive for welcome ceremony https://t.co/9Y4ERAR9Zo,Wed Jul 11 12:02:49 +0000 2018,0.4588,0.333,0,0.667,99
399,@FoxNews,.@POTUS gathers with world leaders at NATO @foxandfriends https://t.co/muKBNZXv0o,Wed Jul 11 11:57:00 +0000 2018,0,0,0,1,100
400,@nytimes,"Cpl. Joseph Maciel, who was killed by an Afghan soldier on Saturday, was assigned to a unit meant to provide securi… https://t.co/Hz6oJfw4H3",Wed Jul 11 21:47:03 +0000 2018,-0.6705,0,0.184,0.816,1
401,@nytimes,"The power of positive people
https://t.co/3kkZfaewRR",Wed Jul 11 21:32:05 +0000 2018,0.5574,0.419,0,0.581,2
402,@nytimes,First they took her husband’s passport and his laptop. Then they made him confess to being a spy. He is one of at l… https://t.co/jBAVVpPfk5,Wed Jul 11 21:17:03 +0000 2018,0,0,0,1,3
403,@nytimes,RT @bxchen: I used Apple’s Screen Time to limit a teenager’s iPhone use. It worked! https://t.co/WdJpU4EV6K,Wed Jul 11 21:01:03 +0000 2018,0,0,0,1,4
404,@nytimes,"And just like that, Croatia is going to the World Cup final for the first time https://t.co/mRkvKY4YZf https://t.co/JXttVQg6Kw",Wed Jul 11 20:46:15 +0000 2018,0.3612,0.128,0,0.872,5
405,@nytimes,Croatia scored in extra time to beat England and advance to the World Cup final for the first time. It will face Fr… https://t.co/N3qF9fOVph,Wed Jul 11 20:37:29 +0000 2018,0,0,0,1,6
406,@nytimes,"In May, Manhattanhenge was blocked by pesky clouds. This week, you might get another chance to see it. https://t.co/xGDFGZ7u7e",Wed Jul 11 20:35:05 +0000 2018,-0.3182,0.09,0.193,0.717,7
407,@nytimes,"Croatia: 2 
England: 1 
The Telemundo announcer is still screaming ""GOOOOOOOL""
Live updates: https://t.co/SCTD5G2l1J",Wed Jul 11 20:24:08 +0000 2018,-0.3818,0,0.191,0.809,8
408,@nytimes,RT @nytimesworld: Canadians told us exactly how they felt about the Trump administration's tariffs and slights against Prime Minister Trude…,Wed Jul 11 20:20:06 +0000 2018,0,0,0,1,9
409,@nytimes,RT @NYTmag: Letter of Recommendation: Refuse to clean your bedroom. https://t.co/n1fdSqVbNM https://t.co/PQ7KicjnZh,Wed Jul 11 20:06:46 +0000 2018,0.128,0.181,0.148,0.671,10
410,@nytimes,Here's how soap went from a household staple to a status symbol https://t.co/mAQTLhrtpo,Wed Jul 11 19:50:06 +0000 2018,0,0,0,1,11
411,@nytimes,"RT @anniecorreal: This family from Guatemala was reunited today in New York. It was supposed to happen yesterday, the deadline for reunitin…",Wed Jul 11 19:40:05 +0000 2018,0,0,0,1,12
412,@nytimes,RT @anniecorreal: I’m with three families who were just reunited in New York. Each family includes a child younger than 5. This is Joshua.…,Wed Jul 11 19:39:06 +0000 2018,0,0,0,1,13
413,@nytimes,"""Goooooool!"" https://t.co/g1Y2stHhYb",Wed Jul 11 19:26:35 +0000 2018,0,0,0,1,14
414,@nytimes,RT @margeincharge: My original hed was “Men are afraid women will laugh at them. Women are afraid The Handmaid’s Tale has run out of story.…,Wed Jul 11 19:19:01 +0000 2018,0.7096,0.204,0,0.796,15
415,@nytimes,"A quick, flavorful weeknight dinner https://t.co/eUhdTuUsrI",Wed Jul 11 19:09:05 +0000 2018,0,0,0,1,16
416,@nytimes,Twitter officials credit this New York Times investigation from January as helping persuade the company to take thi… https://t.co/0zL0m9efKN,Wed Jul 11 19:01:56 +0000 2018,0.5859,0.22,0,0.78,17
417,@nytimes,"No, its not just you. Yes, World Cup players have been spitting out their drinks in dots and dashes in a kind of aq… https://t.co/U6DK4XhTxM",Wed Jul 11 18:59:09 +0000 2018,-0.5358,0,0.168,0.832,18
418,@nytimes,"RT @nytimesworld: The NATO summit is supposed to be a cellphone-free zone, but it's hard to keep President Trump away from Twitter https://…",Wed Jul 11 18:49:05 +0000 2018,-0.1531,0,0.071,0.929,19
419,@nytimes,“Why has Oakland not been more known for film? Because there has never been the necessary market support.” https://t.co/HUjwtAIqye,Wed Jul 11 18:39:03 +0000 2018,0,0,0,1,20
420,@nytimes,"Cpl. Joseph Maciel, who was killed by an Afghan soldier on Saturday, was assigned to a unit meant to provide securi… https://t.co/Hz6oJfw4H3",Wed Jul 11 21:47:03 +0000 2018,-0.6705,0,0.184,0.816,21
421,@nytimes,"The power of positive people
https://t.co/3kkZfaewRR",Wed Jul 11 21:32:05 +0000 2018,0.5574,0.419,0,0.581,22
422,@nytimes,First they took her husband’s passport and his laptop. Then they made him confess to being a spy. He is one of at l… https://t.co/jBAVVpPfk5,Wed Jul 11 21:17:03 +0000 2018,0,0,0,1,23
423,@nytimes,RT @bxchen: I used Apple’s Screen Time to limit a teenager’s iPhone use. It worked! https://t.co/WdJpU4EV6K,Wed Jul 11 21:01:03 +0000 2018,0,0,0,1,24
424,@nytimes,"And just like that, Croatia is going to the World Cup final for the first time https://t.co/mRkvKY4YZf https://t.co/JXttVQg6Kw",Wed Jul 11 20:46:15 +0000 2018,0.3612,0.128,0,0.872,25
425,@nytimes,Croatia scored in extra time to beat England and advance to the World Cup final for the first time. It will face Fr… https://t.co/N3qF9fOVph,Wed Jul 11 20:37:29 +0000 2018,0,0,0,1,26
426,@nytimes,"In May, Manhattanhenge was blocked by pesky clouds. This week, you might get another chance to see it. https://t.co/xGDFGZ7u7e",Wed Jul 11 20:35:05 +0000 2018,-0.3182,0.09,0.193,0.717,27
427,@nytimes,"Croatia: 2 
England: 1 
The Telemundo announcer is still screaming ""GOOOOOOOL""
Live updates: https://t.co/SCTD5G2l1J",Wed Jul 11 20:24:08 +0000 2018,-0.3818,0,0.191,0.809,28
428,@nytimes,RT @nytimesworld: Canadians told us exactly how they felt about the Trump administration's tariffs and slights against Prime Minister Trude…,Wed Jul 11 20:20:06 +0000 2018,0,0,0,1,29
429,@nytimes,RT @NYTmag: Letter of Recommendation: Refuse to clean your bedroom. https://t.co/n1fdSqVbNM https://t.co/PQ7KicjnZh,Wed Jul 11 20:06:46 +0000 2018,0.128,0.181,0.148,0.671,30
430,@nytimes,Here's how soap went from a household staple to a status symbol https://t.co/mAQTLhrtpo,Wed Jul 11 19:50:06 +0000 2018,0,0,0,1,31
431,@nytimes,"RT @anniecorreal: This family from Guatemala was reunited today in New York. It was supposed to happen yesterday, the deadline for reunitin…",Wed Jul 11 19:40:05 +0000 2018,0,0,0,1,32
432,@nytimes,RT @anniecorreal: I’m with three families who were just reunited in New York. Each family includes a child younger than 5. This is Joshua.…,Wed Jul 11 19:39:06 +0000 2018,0,0,0,1,33
433,@nytimes,"""Goooooool!"" https://t.co/g1Y2stHhYb",Wed Jul 11 19:26:35 +0000 2018,0,0,0,1,34
434,@nytimes,RT @margeincharge: My original hed was “Men are afraid women will laugh at them. Women are afraid The Handmaid’s Tale has run out of story.…,Wed Jul 11 19:19:01 +0000 2018,0.7096,0.204,0,0.796,35
435,@nytimes,"A quick, flavorful weeknight dinner https://t.co/eUhdTuUsrI",Wed Jul 11 19:09:05 +0000 2018,0,0,0,1,36
436,@nytimes,Twitter officials credit this New York Times investigation from January as helping persuade the company to take thi… https://t.co/0zL0m9efKN,Wed Jul 11 19:01:56 +0000 2018,0.5859,0.22,0,0.78,37
437,@nytimes,"No, its not just you. Yes, World Cup players have been spitting out their drinks in dots and dashes in a kind of aq… https://t.co/U6DK4XhTxM",Wed Jul 11 18:59:09 +0000 2018,-0.5358,0,0.168,0.832,38
438,@nytimes,"RT @nytimesworld: The NATO summit is supposed to be a cellphone-free zone, but it's hard to keep President Trump away from Twitter https://…",Wed Jul 11 18:49:05 +0000 2018,-0.1531,0,0.071,0.929,39
439,@nytimes,“Why has Oakland not been more known for film? Because there has never been the necessary market support.” https://t.co/HUjwtAIqye,Wed Jul 11 18:39:03 +0000 2018,0,0,0,1,40
440,@nytimes,"Call it the World Cup ""d'oh"" https://t.co/wy9S5P0Cd2 https://t.co/jpYfhfkUpl",Wed Jul 11 18:29:53 +0000 2018,0,0,0,1,41
441,@nytimes,"Croatia has never won the World Cup. This is their 5th appearance in the tournament. https://t.co/f1gJaVQOMn

Engla… https://t.co/FSqESJyBGz",Wed Jul 11 18:29:03 +0000 2018,-0.4585,0,0.15,0.85,42
442,@nytimes,"""I must have said no 7 to 10 times."" On Tuesday, another woman came forward to accuse Russell Simmons of rape. https://t.co/Bc0JyyXyjn",Wed Jul 11 18:19:05 +0000 2018,-0.8271,0,0.326,0.674,43
443,@nytimes,"RT @NYTMetro: Joseph Pfeifer was the first fire chief through the doors of the World Trade Center on 9/11. This week, he becomes the last o…",Wed Jul 11 18:09:03 +0000 2018,-0.34,0,0.088,0.912,44
444,@nytimes,England and Croatia are both hungry for a trip to the World Cup final. Croatia has never made a final and England h… https://t.co/Tai8iYAHsf,Wed Jul 11 17:59:03 +0000 2018,0,0,0,1,45
445,@nytimes,"England hasn’t had much to celebrate lately. So this World Cup has fans going well, nuts. https://t.co/a8xMinMSUE",Wed Jul 11 17:49:06 +0000 2018,0.5423,0.262,0.104,0.633,46
446,@nytimes,"When a Seattle company asked to lease some of their land for a solar energy project, a Washington couple jumped at… https://t.co/uvAnwtdWKT",Wed Jul 11 17:39:04 +0000 2018,0.2732,0.104,0,0.896,47
447,@nytimes,"""They took care of each other well in the cave,"" a public health official said of the 12 Thai soccer players and th… https://t.co/zfKKVZ3YbH",Wed Jul 11 17:29:05 +0000 2018,0.6486,0.202,0,0.798,48
448,@nytimes,"President Trump told NATO allies to raise their military spending commitment to 4% of GDP, after criticizing them f… https://t.co/yvnu7qdZ67",Wed Jul 11 17:21:07 +0000 2018,0.0258,0.113,0.108,0.779,49
449,@nytimes,Croatian soccer is in a state of near-permanent chaos. They're about to play in the World Cup semifinals. https://t.co/go9sl3rh4R,Wed Jul 11 17:19:06 +0000 2018,-0.3182,0.109,0.167,0.724,50
450,@nytimes,"RT @christophclarey: Jana Novotna died far too young in November. But her last pupil, Barbora Krejcikova, is carrying the torch at Wimbledo…",Wed Jul 11 17:09:04 +0000 2018,-0.3182,0,0.099,0.901,51
451,@nytimes,"Apple's new parental controls worked on a teenager, but not so much on @bxchen, our tech columnist https://t.co/nrtp32SFs8",Wed Jul 11 16:49:04 +0000 2018,0,0,0,1,52
452,@nytimes,RT @karenyourish: There have been only seven former Supreme Court clerks who went on to serve as justices; the current court has four of th…,Wed Jul 11 16:39:18 +0000 2018,0.5574,0.13,0,0.87,53
453,@nytimes,Breaking News: Twitter plans to remove tens of millions of suspicious accounts from users' follower counts in a bid… https://t.co/Jfn8WSlyAQ,Wed Jul 11 16:29:32 +0000 2018,-0.3612,0,0.122,0.878,54
454,@nytimes,"RT @nickconfessore: Twitter officials credit our @nytimes investigation from January, The Follower Factory, as helping persuade the company…",Wed Jul 11 16:25:43 +0000 2018,0.5859,0.231,0,0.769,55
455,@nytimes,"RT @nickconfessore: The change will begin kicking in Thursday, cutting about 6 percent of all follows on the platform. Big fake follower pu…",Wed Jul 11 16:25:38 +0000 2018,-0.5574,0,0.187,0.813,56
456,@nytimes,"RT @nickconfessore: NEW w/@gabrieldance: In major step to combat fake followers and social media fraud, Twitter will begin stripping tens o…",Wed Jul 11 16:25:34 +0000 2018,-0.8519,0,0.341,0.659,57
457,@nytimes,"RT @nytopinion: NATO is a force multiplier — proof, to anyone who challenges the Western order, that its members stand together. Why would…",Wed Jul 11 16:17:03 +0000 2018,0.0772,0.061,0,0.939,58
458,@nytimes,A second suspect has been arrested in the killing of the 20-year-old rapper XXXTentacion https://t.co/EPKI5ioc2T,Wed Jul 11 16:07:07 +0000 2018,-0.8658,0,0.469,0.531,59
459,@nytimes,"Summer nights in the U.S. have warmed at nearly twice the rate of days, with overnight low temperatures increasing… https://t.co/5Sf5qE2xju",Wed Jul 11 15:57:04 +0000 2018,0,0.095,0.095,0.811,60
460,@nytimes,"Some children didn't recognize their mothers at the court-ordered reunions of migrant families, after being separat… https://t.co/QL6PNx964M",Wed Jul 11 15:47:18 +0000 2018,0,0,0,1,61
461,@nytimes,Brett Kavanaugh’s nomination to the Supreme Court could help Republicans hold or expand control in the Senate — whi… https://t.co/5oDYTs8ESJ,Wed Jul 11 15:36:02 +0000 2018,0.8225,0.35,0,0.65,62
462,@nytimes,"RT @EnnisNYT: “Paris, Texas” is a beautiful movie. @RichSandomir with NYT obit for its cinematographer https://t.co/me9MLdZG8G",Wed Jul 11 15:26:04 +0000 2018,0.5994,0.218,0,0.782,63
463,@nytimes,"President Trump's trade war started with 18 products. The dispute now includes about 10,000. Our graphic explains h… https://t.co/s7s0agQnC9",Wed Jul 11 15:16:05 +0000 2018,-0.765,0,0.28,0.72,64
464,@nytimes,"Divided by angry politics, England is unified by one thing: A mad, joyous embrace of the national soccer team https://t.co/DiS7xhzD6h",Wed Jul 11 15:06:04 +0000 2018,0.3612,0.305,0.22,0.475,65
465,@nytimes,RT @randyNYT: On the voluminous spitting at the World Cup we know you’ve been wondering about ...  https://t.co/oDlw7pRlLX,Wed Jul 11 14:56:05 +0000 2018,0,0,0,1,66
466,@nytimes,"For some Democrats running for the House, Trump's Supreme Court pick is a key issue. For Senators in red states, it… https://t.co/WOQaw3nPvI",Wed Jul 11 14:46:19 +0000 2018,0.5574,0.153,0,0.847,67
467,@nytimes,Sarah Palin says that she and one of her daughters were “duped” into apparently appearing on Sacha Baron Cohen’s ne… https://t.co/SAUurEQWoX,Wed Jul 11 14:30:34 +0000 2018,0,0,0,1,68
468,@nytimes,"RT @nytimesworld: President Trump's European trip highlights the ways he has upended American foreign policy, feuding with NATO allies and…",Wed Jul 11 14:18:21 +0000 2018,-0.3818,0,0.12,0.88,69
469,@nytimes,"“They say we have support and protection in there, but the reality is different. I’m not the only one. Ask any tran… https://t.co/QHXsRvb14V",Wed Jul 11 14:07:00 +0000 2018,0.2144,0.078,0,0.922,70
470,@nytimes,"RT @AndrewKramerNYT: Like ""farm to table"" for food, ""mine to market"" for diamonds is an idea that consumers want to know the origin of what…",Wed Jul 11 13:57:05 +0000 2018,0.4215,0.142,0,0.858,71
471,@nytimes,Brett Kavanaugh’s record provides clues about the sort of justice he would be if the Senate confirms him https://t.co/TpWsYR10En,Wed Jul 11 13:47:04 +0000 2018,0.4779,0.147,0,0.853,72
472,@nytimes,Sarah Palin Says She Was ‘Duped’ by Sacha Baron Cohen https://t.co/LVEWgvfpI1,Wed Jul 11 13:39:37 +0000 2018,0,0,0,1,73
473,@nytimes,"RT @christophclarey: At Serena Williams's request, her voluble coach Patrick Mouratoglou is not talking publicly about her at #Wimbledon: ""…",Wed Jul 11 13:37:02 +0000 2018,0,0,0,1,74
474,@nytimes,"Doctors worry that the boys who were trapped in a cave in Thailand could face longer-term problems, including psych… https://t.co/4xzkSQqp6L",Wed Jul 11 13:17:02 +0000 2018,-0.8402,0,0.36,0.64,75
475,@nytimes,"RT @SherylNYT: Would Brett Kavanaugh force Donald Trump to comply with a subpoena from Robert Mueller? Perhaps not, writes @adamliptak http…",Wed Jul 11 13:07:05 +0000 2018,0,0,0,1,76
476,@nytimes,"How President Trump’s trade war went from 18 products to 10,000 https://t.co/ppelErmm4n https://t.co/dPpkpI2ahL",Wed Jul 11 12:57:06 +0000 2018,-0.5994,0,0.245,0.755,77
477,@nytimes,"Soccer Players and Their Coach Are on the Mend, Thailand Says https://t.co/Py51b1ki42",Wed Jul 11 12:56:24 +0000 2018,0,0,0,1,78
478,@nytimes,"""Everybody loves this story,"" Stephen Colbert said of the Thai cave rescue. ""Are you listening, Mr. President? Free… https://t.co/khCaRBM21d",Wed Jul 11 12:47:06 +0000 2018,0.7906,0.292,0,0.708,79
479,@nytimes,Reuniting and Detaining Migrant Families Pose New Mental Health Risks https://t.co/cWvnmss2kB,Wed Jul 11 12:38:02 +0000 2018,-0.2732,0,0.174,0.826,80
480,@nytimes,Brett Kavanaugh once made the case for impeaching a president. He now says that was a mistake. https://t.co/w8jgP7teqI,Wed Jul 11 12:37:05 +0000 2018,-0.34,0,0.138,0.862,81
481,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/Q97e5S4L6L,Wed Jul 11 12:27:05 +0000 2018,0,0,0,1,82
482,@nytimes,"RT @NYTScience: From @NYTOpinion: Juice contains limited nutrients and tons of sugar. In fact, one 12-ounce glass of orange juice contains…",Wed Jul 11 12:17:02 +0000 2018,-0.2263,0,0.087,0.913,83
483,@nytimes,Several of the boys saved from a Thai cave knew hardship as refugees in Myanmar. One multilingual boy played a crit… https://t.co/IRyt2h8Da8,Wed Jul 11 12:02:03 +0000 2018,0.4404,0.212,0.094,0.694,84
484,@nytimes,Eat this by the bowl as is or toss it with cooked rice or beans for a more filling salad https://t.co/XJ6A0gP5Vs https://t.co/84rsuOS24l,Wed Jul 11 11:47:03 +0000 2018,0,0,0,1,85
485,@nytimes,"Racing against time, the surgeon injected a billion mitochondria into the baby's damaged heart muscle. Within 2 day… https://t.co/alDczgC68z",Wed Jul 11 11:32:03 +0000 2018,-0.4404,0,0.153,0.847,86
486,@nytimes,"From @NYTGraphics: Brett Kavanaugh followed the narrow, elite path of Supreme Court justices https://t.co/qLFc1zCEVJ",Wed Jul 11 11:17:03 +0000 2018,0.5574,0.217,0,0.783,87
487,@nytimes,RT @nytimesworld: President Trump kicked off his NATO meetings on a contentious note. He called allies “delinquent” for failing to spend en…,Wed Jul 11 11:13:58 +0000 2018,-0.6705,0,0.224,0.776,88
488,@nytimes,"As Vote Nears, Cambodia’s Leader Has Opponents, but No Competition https://t.co/A7ipRaY5oz",Wed Jul 11 11:05:56 +0000 2018,-0.4215,0,0.219,0.781,89
489,@nytimes,How to watch the World Cup semifinals https://t.co/gEWBLyEM8L,Wed Jul 11 11:02:01 +0000 2018,0,0,0,1,90
490,@nytimes,RT @nytimesworld: Enthusiasm for England’s national soccer team is reaching fever pitch as it prepares to face Croatia on Wednesday in its…,Wed Jul 11 10:32:03 +0000 2018,0.5719,0.19,0,0.81,91
491,@nytimes,Fox Raises Its Bid in Sky Takeover Effort https://t.co/CjCzls4SpT,Wed Jul 11 10:29:17 +0000 2018,0,0,0,1,92
492,@nytimes,"In Pakistan, Nawaz Sharif Fights for Survival https://t.co/iGEoSPPzXg",Wed Jul 11 10:27:04 +0000 2018,-0.4019,0,0.278,0.722,93
493,@nytimes,On Beauty: How to Look Well Rested (Even When You’re Not) https://t.co/mib0mvOOjI,Wed Jul 11 10:24:32 +0000 2018,0.7096,0.371,0,0.629,94
494,@nytimes,A Diamond Giant Plays Up Its Russian Ties to Appeal to Americans https://t.co/VItUirSfbQ,Wed Jul 11 10:19:48 +0000 2018,0.5267,0.306,0,0.694,95
495,@nytimes,Fox Raises Its Bid in Sky Takeover Effort https://t.co/n9LuIgYocB,Wed Jul 11 10:14:59 +0000 2018,0,0,0,1,96
496,@nytimes,"Nonfiction: The Urbane Bookworm: Robert Gottlieb’s Essays Celebrate Literature, Film Classics and Dance https://t.co/PQ55BfgzS9",Wed Jul 11 10:12:40 +0000 2018,0.5719,0.222,0,0.778,97
497,@nytimes,The Trump administration said it was suspending a program that pays billions to insurers to stabilize insurance mar… https://t.co/2MeRIArBgP,Wed Jul 11 10:02:04 +0000 2018,0,0,0,1,98
498,@nytimes,RT @paulkrugman: Why Theresa May is trying to achieve a soft Brexit that's hardly Brexit at all https://t.co/JHt1bveFcv,Wed Jul 11 09:32:04 +0000 2018,0,0,0,1,99
499,@nytimes,A Survival Guide for the Fourth Trimester https://t.co/jefc7cf3YD,Wed Jul 11 09:11:02 +0000 2018,0,0,0,1,100
